Caption,Category
Friendly Stray named Max available for adoption in Pokhara.,Adoption
Urgent help needed for injured stray puppy #6900,Help
Looking to adopt a 2-month-old vaccinated kitten #9629,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8559,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #1709,Adoption
"Meet Bella, a lovable Pug looking for a forever home in Itahari.",Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #6399,Vaccination
Urgent help needed for injured stray puppy #1588,Help
Urgent help needed for injured stray puppy #5660,Help
Urgent help needed for injured stray puppy #9312,Help
Free rabies vaccination for street dogs in Pokhara this weekend #3443,Vaccination
Looking to adopt a cute German Shepherd? Meet Luna at Lalitpur.,Adoption
Urgent help needed for injured stray puppy #8056,Help
Urgent help needed for injured stray puppy #528,Help
Local butcher illegally killed a street dog. Action needed! #3402,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #3461,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #2447,Vaccination
Urgent help needed for injured stray puppy #252,Help
Urgent help needed for injured stray puppy #8164,Help
Looking to adopt a 2-month-old vaccinated kitten #8797,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #2731,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #3587,Vaccination
Urgent help needed for injured stray puppy #5664,Help
Looking to adopt a 2-month-old vaccinated kitten #4817,Adoption
Local butcher illegally killed a street dog. Action needed! #4278,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #3871,Vaccination
Urgent help needed for injured stray puppy #4228,Help
"Meet Charlie, a lovable Stray looking for a forever home in Pokhara.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #9865,Adoption
"Meet Charlie, a lovable Labrador looking for a forever home in Lalitpur.",Adoption
Local butcher illegally killed a street dog. Action needed! #9586,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #5347,Vaccination
Local butcher illegally killed a street dog. Action needed! #6454,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #6038,Illegal Activities
Urgent help needed for injured stray puppy #8464,Help
Local butcher illegally killed a street dog. Action needed! #190,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #281,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #9927,Vaccination
Urgent help needed for injured stray puppy #7528,Help
Urgent help needed for injured stray puppy #1520,Help
Free rabies vaccination for street dogs in Pokhara this weekend #8563,Vaccination
Local butcher illegally killed a street dog. Action needed! #3786,Illegal Activities
Urgent help needed for injured stray puppy #204,Help
Free rabies vaccination for street dogs in Pokhara this weekend #807,Vaccination
Urgent help needed for injured stray puppy #6568,Help
Local butcher illegally killed a street dog. Action needed! #74,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #7859,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #5255,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #5539,Vaccination
Urgent help needed for injured stray puppy #5256,Help
Free rabies vaccination for street dogs in Pokhara this weekend #8119,Vaccination
Local butcher illegally killed a street dog. Action needed! #502,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #1659,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #1647,Vaccination
Urgent help needed for injured stray puppy #3412,Help
Local butcher illegally killed a street dog. Action needed! #1226,Illegal Activities
Urgent help needed for injured stray puppy #1540,Help
Looking to adopt a 2-month-old vaccinated kitten #6849,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4903,Vaccination
Local butcher illegally killed a street dog. Action needed! #8918,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #4885,Adoption
Local butcher illegally killed a street dog. Action needed! #8786,Illegal Activities
Friendly Pug named Bella available for adoption in Dharan.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5919,Vaccination
Urgent help needed for injured stray puppy #4404,Help
Looking to adopt a 2-month-old vaccinated kitten #9781,Adoption
Looking to adopt a 2-month-old vaccinated kitten #9221,Adoption
Looking to adopt a cute Labrador? Meet Bella at Kathmandu.,Adoption
Local butcher illegally killed a street dog. Action needed! #3242,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #1278,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #3526,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #1802,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #5909,Adoption
Local butcher illegally killed a street dog. Action needed! #2566,Illegal Activities
Urgent help needed for injured stray puppy #8448,Help
Looking to adopt a 2-month-old vaccinated kitten #5853,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8703,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #4063,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #5739,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #7549,Adoption
Local butcher illegally killed a street dog. Action needed! #5618,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #7217,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1519,Vaccination
Local butcher illegally killed a street dog. Action needed! #4690,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #6738,Illegal Activities
Urgent help needed for injured stray puppy #4732,Help
Free rabies vaccination for street dogs in Pokhara this weekend #7579,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #3771,Vaccination
Local butcher illegally killed a street dog. Action needed! #5074,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #8358,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #1043,Vaccination
Local butcher illegally killed a street dog. Action needed! #1930,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #3027,Vaccination
Urgent help needed for injured stray puppy #3056,Help
Urgent help needed for injured stray puppy #8372,Help
Free rabies vaccination for street dogs in Pokhara this weekend #4455,Vaccination
Urgent help needed for injured stray puppy #2936,Help
Urgent help needed for injured stray puppy #3896,Help
Friendly Beagle named Luna available for adoption in Kathmandu.,Adoption
Local butcher illegally killed a street dog. Action needed! #7842,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #7686,Illegal Activities
Urgent help needed for injured stray puppy #8348,Help
Urgent help needed for injured stray puppy #7704,Help
Local butcher illegally killed a street dog. Action needed! #8382,Illegal Activities
Looking to adopt a cute Beagle? Meet Luna at Lalitpur.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5813,Adoption
Urgent help needed for injured stray puppy #456,Help
Urgent help needed for injured stray puppy #9952,Help
Free rabies vaccination for street dogs in Pokhara this weekend #3463,Vaccination
Urgent help needed for injured stray puppy #6916,Help
Free rabies vaccination for street dogs in Pokhara this weekend #5419,Vaccination
Local butcher illegally killed a street dog. Action needed! #7486,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #3485,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #547,Vaccination
Local butcher illegally killed a street dog. Action needed! #1158,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #8235,Vaccination
Local butcher illegally killed a street dog. Action needed! #5290,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #2186,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #7259,Vaccination
Urgent help needed for injured stray puppy #7004,Help
Urgent help needed for injured stray puppy #4700,Help
Urgent help needed for injured stray puppy #6784,Help
Free rabies vaccination for street dogs in Pokhara this weekend #903,Vaccination
Local butcher illegally killed a street dog. Action needed! #9454,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #7238,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #3473,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #7391,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #897,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #363,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #7523,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #8715,Vaccination
Urgent help needed for injured stray puppy #6760,Help
Urgent help needed for injured stray puppy #1652,Help
Urgent help needed for injured stray puppy #7088,Help
Urgent help needed for injured stray puppy #2204,Help
Local butcher illegally killed a street dog. Action needed! #3142,Illegal Activities
Urgent help needed for injured stray puppy #9512,Help
Local butcher illegally killed a street dog. Action needed! #4030,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #529,Adoption
Local butcher illegally killed a street dog. Action needed! #6326,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #6191,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #3813,Adoption
Looking to adopt a 2-month-old vaccinated kitten #2993,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5719,Vaccination
Local butcher illegally killed a street dog. Action needed! #6318,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #9070,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #9326,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #9837,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #9527,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #3337,Adoption
Urgent help needed for injured stray puppy #2552,Help
Looking to adopt a 2-month-old vaccinated kitten #3585,Adoption
Urgent help needed for injured stray puppy #6020,Help
Urgent help needed for injured stray puppy #48,Help
Free rabies vaccination for street dogs in Pokhara this weekend #9495,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #33,Adoption
Local butcher illegally killed a street dog. Action needed! #9482,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #4866,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #8339,Vaccination
Local butcher illegally killed a street dog. Action needed! #2998,Illegal Activities
Urgent help needed for injured stray puppy #5100,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6979,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #3829,Adoption
Looking to adopt a 2-month-old vaccinated kitten #2269,Adoption
Urgent help needed for injured stray puppy #6888,Help
Local butcher illegally killed a street dog. Action needed! #9390,Illegal Activities
Urgent help needed for injured stray puppy #4396,Help
Urgent help needed for injured stray puppy #6292,Help
Free rabies vaccination for street dogs in Pokhara this weekend #5527,Vaccination
Urgent help needed for injured stray puppy #4164,Help
Free rabies vaccination for street dogs in Pokhara this weekend #4235,Vaccination
"Meet Simba, a lovable German Shepherd looking for a forever home in Dharan.",Adoption
Local butcher illegally killed a street dog. Action needed! #8094,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #7966,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #6759,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #2899,Vaccination
Urgent help needed for injured stray puppy #1552,Help
Looking to adopt a 2-month-old vaccinated kitten #5157,Adoption
Looking to adopt a 2-month-old vaccinated kitten #9317,Adoption
Urgent help needed for injured stray puppy #3268,Help
Looking to adopt a 2-month-old vaccinated kitten #7349,Adoption
Looking to adopt a 2-month-old vaccinated kitten #489,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #9003,Vaccination
Local butcher illegally killed a street dog. Action needed! #9290,Illegal Activities
Urgent help needed for injured stray puppy #8424,Help
Looking to adopt a 2-month-old vaccinated kitten #5025,Adoption
Looking to adopt a 2-month-old vaccinated kitten #9997,Adoption
Looking to adopt a 2-month-old vaccinated kitten #7877,Adoption
Looking to adopt a 2-month-old vaccinated kitten #8813,Adoption
Looking to adopt a 2-month-old vaccinated kitten #4841,Adoption
Local butcher illegally killed a street dog. Action needed! #7446,Illegal Activities
Urgent help needed for injured stray puppy #4628,Help
Local butcher illegally killed a street dog. Action needed! #334,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #155,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6863,Vaccination
Local butcher illegally killed a street dog. Action needed! #8042,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #679,Vaccination
Local butcher illegally killed a street dog. Action needed! #9182,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #7917,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #379,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #1805,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #6259,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #1901,Adoption
Local butcher illegally killed a street dog. Action needed! #9814,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #8851,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6927,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #1741,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5619,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #795,Vaccination
Local butcher illegally killed a street dog. Action needed! #6206,Illegal Activities
Urgent help needed for injured stray puppy #336,Help
Urgent help needed for injured stray puppy #5136,Help
Urgent help needed for injured stray puppy #3700,Help
Local butcher illegally killed a street dog. Action needed! #2974,Illegal Activities
Urgent help needed for injured stray puppy #1596,Help
Looking to adopt a 2-month-old vaccinated kitten #129,Adoption
Looking to adopt a 2-month-old vaccinated kitten #8541,Adoption
Urgent help needed for injured stray puppy #4932,Help
Looking to adopt a cute Persian? Meet Max at Butwal.,Adoption
Local butcher illegally killed a street dog. Action needed! #7146,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #4253,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #9919,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #2203,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #9163,Vaccination
Urgent help needed for injured stray puppy #1920,Help
Free rabies vaccination for street dogs in Pokhara this weekend #9215,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #1295,Vaccination
Local butcher illegally killed a street dog. Action needed! #8034,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #8518,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #945,Adoption
Urgent help needed for injured stray puppy #2824,Help
Urgent help needed for injured stray puppy #32,Help
Urgent help needed for injured stray puppy #6628,Help
Urgent help needed for injured stray puppy #6756,Help
Local butcher illegally killed a street dog. Action needed! #1366,Illegal Activities
Urgent help needed for injured stray puppy #604,Help
Looking to adopt a 2-month-old vaccinated kitten #1429,Adoption
Local butcher illegally killed a street dog. Action needed! #2314,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #571,Vaccination
Local butcher illegally killed a street dog. Action needed! #1698,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #5231,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #5141,Adoption
Urgent help needed for injured stray puppy #6348,Help
Urgent help needed for injured stray puppy #8216,Help
Local butcher illegally killed a street dog. Action needed! #2294,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #7489,Adoption
Urgent help needed for injured stray puppy #6672,Help
Free rabies vaccination for street dogs in Pokhara this weekend #5531,Vaccination
Local butcher illegally killed a street dog. Action needed! #8686,Illegal Activities
Urgent help needed for injured stray puppy #8076,Help
Free rabies vaccination for street dogs in Pokhara this weekend #327,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #6945,Adoption
Looking to adopt a 2-month-old vaccinated kitten #8665,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8275,Vaccination
Local butcher illegally killed a street dog. Action needed! #1886,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #6065,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #2511,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #6569,Adoption
Looking to adopt a 2-month-old vaccinated kitten #857,Adoption
Local butcher illegally killed a street dog. Action needed! #7198,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #7791,Vaccination
Urgent help needed for injured stray puppy #6236,Help
Looking to adopt a 2-month-old vaccinated kitten #8405,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5021,Adoption
Urgent help needed for injured stray puppy #9232,Help
Local butcher illegally killed a street dog. Action needed! #7566,Illegal Activities
Urgent help needed for injured stray puppy #8508,Help
Local butcher illegally killed a street dog. Action needed! #9046,Illegal Activities
Urgent help needed for injured stray puppy #3176,Help
Local butcher illegally killed a street dog. Action needed! #3470,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #2635,Vaccination
Local butcher illegally killed a street dog. Action needed! #2846,Illegal Activities
Urgent help needed for injured stray puppy #9076,Help
Local butcher illegally killed a street dog. Action needed! #2762,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #523,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #4669,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5295,Vaccination
Local butcher illegally killed a street dog. Action needed! #1090,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #9154,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #3219,Vaccination
Looking to adopt a cute Labrador? Meet Coco at Biratnagar.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #7991,Vaccination
Urgent help needed for injured stray puppy #9396,Help
Urgent help needed for injured stray puppy #5224,Help
Looking to adopt a 2-month-old vaccinated kitten #2877,Adoption
"Meet Luna, a lovable Beagle looking for a forever home in Itahari.",Adoption
Urgent help needed for injured stray puppy #2300,Help
Local butcher illegally killed a street dog. Action needed! #9214,Illegal Activities
Urgent help needed for injured stray puppy #360,Help
Local butcher illegally killed a street dog. Action needed! #9750,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #8861,Adoption
Urgent help needed for injured stray puppy #7300,Help
Free rabies vaccination for street dogs in Pokhara this weekend #4167,Vaccination
Urgent help needed for injured stray puppy #3476,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6427,Vaccination
Urgent help needed for injured stray puppy #3856,Help
Urgent help needed for injured stray puppy #7792,Help
Local butcher illegally killed a street dog. Action needed! #5250,Illegal Activities
Urgent help needed for injured stray puppy #9148,Help
Looking to adopt a 2-month-old vaccinated kitten #9197,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #603,Vaccination
Urgent help needed for injured stray puppy #3240,Help
Free rabies vaccination for street dogs in Pokhara this weekend #5359,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #5957,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8219,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #7363,Vaccination
Friendly German Shepherd named Max available for adoption in Biratnagar.,Adoption
Local butcher illegally killed a street dog. Action needed! #1842,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #5701,Adoption
Looking to adopt a 2-month-old vaccinated kitten #9293,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #259,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #5003,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #1419,Vaccination
Urgent help needed for injured stray puppy #9688,Help
Urgent help needed for injured stray puppy #9020,Help
Free rabies vaccination for street dogs in Pokhara this weekend #2239,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #6705,Adoption
Local butcher illegally killed a street dog. Action needed! #6558,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #2822,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #9745,Adoption
Local butcher illegally killed a street dog. Action needed! #1730,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #9550,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #4497,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5437,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1883,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #371,Vaccination
Urgent help needed for injured stray puppy #1364,Help
Local butcher illegally killed a street dog. Action needed! #6494,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #5186,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #946,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #1391,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #8433,Adoption
Local butcher illegally killed a street dog. Action needed! #9650,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #2521,Adoption
Local butcher illegally killed a street dog. Action needed! #4610,Illegal Activities
Urgent help needed for injured stray puppy #8140,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6479,Vaccination
"Meet Max, a lovable Stray looking for a forever home in Butwal.",Adoption
Urgent help needed for injured stray puppy #2672,Help
Looking to adopt a 2-month-old vaccinated kitten #649,Adoption
Urgent help needed for injured stray puppy #8656,Help
Free rabies vaccination for street dogs in Pokhara this weekend #567,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #5389,Adoption
Local butcher illegally killed a street dog. Action needed! #4102,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #8821,Adoption
Local butcher illegally killed a street dog. Action needed! #6714,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #170,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #6997,Adoption
Urgent help needed for injured stray puppy #5976,Help
Local butcher illegally killed a street dog. Action needed! #302,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #2529,Adoption
Urgent help needed for injured stray puppy #9908,Help
Local butcher illegally killed a street dog. Action needed! #7662,Illegal Activities
Urgent help needed for injured stray puppy #3864,Help
Local butcher illegally killed a street dog. Action needed! #4590,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #1210,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #2934,Illegal Activities
Urgent help needed for injured stray puppy #184,Help
Urgent help needed for injured stray puppy #6476,Help
Free rabies vaccination for street dogs in Pokhara this weekend #7747,Vaccination
Local butcher illegally killed a street dog. Action needed! #7766,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #537,Adoption
Looking to adopt a 2-month-old vaccinated kitten #1277,Adoption
Local butcher illegally killed a street dog. Action needed! #510,Illegal Activities
Urgent help needed for injured stray puppy #220,Help
Local butcher illegally killed a street dog. Action needed! #3454,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #5447,Vaccination
Urgent help needed for injured stray puppy #2712,Help
Urgent help needed for injured stray puppy #1184,Help
Urgent help needed for injured stray puppy #3336,Help
Local butcher illegally killed a street dog. Action needed! #4298,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #265,Adoption
Looking to adopt a 2-month-old vaccinated kitten #6957,Adoption
Urgent help needed for injured stray puppy #564,Help
Free rabies vaccination for street dogs in Pokhara this weekend #3203,Vaccination
Local butcher illegally killed a street dog. Action needed! #3410,Illegal Activities
Urgent help needed for injured stray puppy #9108,Help
Free rabies vaccination for street dogs in Pokhara this weekend #5595,Vaccination
Urgent help needed for injured stray puppy #6452,Help
Looking to adopt a 2-month-old vaccinated kitten #7577,Adoption
Local butcher illegally killed a street dog. Action needed! #6946,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #9819,Vaccination
Urgent help needed for injured stray puppy #9820,Help
Looking to adopt a 2-month-old vaccinated kitten #5765,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #9523,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #5285,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #8315,Vaccination
Local butcher illegally killed a street dog. Action needed! #6642,Illegal Activities
Urgent help needed for injured stray puppy #6360,Help
Free rabies vaccination for street dogs in Pokhara this weekend #307,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #2961,Adoption
Local butcher illegally killed a street dog. Action needed! #2442,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #8390,Illegal Activities
Urgent help needed for injured stray puppy #5312,Help
Looking to adopt a 2-month-old vaccinated kitten #4713,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #7059,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6407,Vaccination
Urgent help needed for injured stray puppy #5880,Help
Looking to adopt a 2-month-old vaccinated kitten #9165,Adoption
Local butcher illegally killed a street dog. Action needed! #6498,Illegal Activities
Friendly Persian named Simba available for adoption in Kathmandu.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #7863,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #895,Vaccination
Urgent help needed for injured stray puppy #5500,Help
Free rabies vaccination for street dogs in Pokhara this weekend #8567,Vaccination
Urgent help needed for injured stray puppy #8864,Help
Urgent help needed for injured stray puppy #5536,Help
Local butcher illegally killed a street dog. Action needed! #6078,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #3453,Adoption
Urgent help needed for injured stray puppy #8884,Help
Urgent help needed for injured stray puppy #3080,Help
Free rabies vaccination for street dogs in Pokhara this weekend #8487,Vaccination
Friendly Stray named Max available for adoption in Itahari.,Adoption
Urgent help needed for injured stray puppy #1244,Help
Free rabies vaccination for street dogs in Pokhara this weekend #9251,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #247,Vaccination
Local butcher illegally killed a street dog. Action needed! #4346,Illegal Activities
Urgent help needed for injured stray puppy #4340,Help
Urgent help needed for injured stray puppy #8136,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6123,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #5367,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #5611,Vaccination
Looking to adopt a cute German Shepherd? Meet Luna at Biratnagar.,Adoption
Local butcher illegally killed a street dog. Action needed! #7110,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #4882,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #9443,Vaccination
Local butcher illegally killed a street dog. Action needed! #4294,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #7798,Illegal Activities
"Meet Charlie, a lovable Labrador looking for a forever home in Itahari.",Adoption
Local butcher illegally killed a street dog. Action needed! #1966,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #2026,Illegal Activities
Urgent help needed for injured stray puppy #3388,Help
Free rabies vaccination for street dogs in Pokhara this weekend #411,Vaccination
Urgent help needed for injured stray puppy #928,Help
Free rabies vaccination for street dogs in Pokhara this weekend #1159,Vaccination
Local butcher illegally killed a street dog. Action needed! #2938,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #2445,Adoption
Local butcher illegally killed a street dog. Action needed! #2386,Illegal Activities
Urgent help needed for injured stray puppy #9740,Help
Urgent help needed for injured stray puppy #8576,Help
Looking to adopt a 2-month-old vaccinated kitten #7861,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5487,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #1019,Vaccination
Local butcher illegally killed a street dog. Action needed! #2970,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #6491,Vaccination
Local butcher illegally killed a street dog. Action needed! #3342,Illegal Activities
Urgent help needed for injured stray puppy #6800,Help
Local butcher illegally killed a street dog. Action needed! #5066,Illegal Activities
Urgent help needed for injured stray puppy #4676,Help
Looking to adopt a 2-month-old vaccinated kitten #4193,Adoption
Urgent help needed for injured stray puppy #4864,Help
Looking to adopt a 2-month-old vaccinated kitten #6049,Adoption
Urgent help needed for injured stray puppy #6116,Help
Free rabies vaccination for street dogs in Pokhara this weekend #4179,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #9285,Adoption
Local butcher illegally killed a street dog. Action needed! #2634,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #3563,Vaccination
Looking to adopt a cute Stray? Meet Bella at Biratnagar.,Adoption
Urgent help needed for injured stray puppy #4988,Help
Urgent help needed for injured stray puppy #8872,Help
Looking to adopt a 2-month-old vaccinated kitten #7045,Adoption
Urgent help needed for injured stray puppy #5616,Help
Local butcher illegally killed a street dog. Action needed! #3870,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #1825,Adoption
Looking to adopt a 2-month-old vaccinated kitten #1721,Adoption
Urgent help needed for injured stray puppy #5932,Help
Local butcher illegally killed a street dog. Action needed! #5858,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #9185,Adoption
Urgent help needed for injured stray puppy #2012,Help
Urgent help needed for injured stray puppy #7168,Help
Free rabies vaccination for street dogs in Pokhara this weekend #7591,Vaccination
Urgent help needed for injured stray puppy #1080,Help
