Caption,Category
Friendly Pug named Coco available for adoption in Itahari.,Adoption
Friendly Persian named Charlie available for adoption in Kathmandu.,Adoption
Local butcher illegally killed a street dog. Action needed! #4694,Illegal Activities
Puppy adoption scam?? or legit?? idk 🤔,Adoption
Puppy crying in pain at Dharan. Please help!,Help
Local butcher illegally killed a street dog. Action needed! #6254,Illegal Activities
Rescued dog needs surgery nd foster home ASAP!,Help
Looking to adopt a 2-month-old vaccinated kitten #5121,Adoption
Looking to adopt a 2-month-old vaccinated kitten #4445,Adoption
Wounded animal lying on the road at Dharan. Volunteers needed urgently!,Help
Vaccination campaign for street dogs happening at Bhaktapur on this weekend.,Vaccination
Injured stray dog spotted near Dharan. Immediate assistance needed!,Help
Looking to adopt a 2-month-old vaccinated kitten #2245,Adoption
Urgent help needed for injured stray puppy #2160,Help
Report: Suspected poisoning of stray animals in Biratnagar. Authorities notified.,Illegal Activities
Join us for a community pet vaccination event in Dharan.,Vaccination
Vaccination campaign for street dogs happening at Itahari on Tuesday.,Vaccination
Local butcher illegally killed a street dog. Action needed! #4754,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #7221,Adoption
Protect our strays: vaccination camp at Bhaktapur this July 15th.,Vaccination
Puppy crying in pain at Itahari. Please help!,Help
Urgent help needed for injured stray puppy #2968,Help
Looking to adopt a 2-month-old vaccinated kitten #6989,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5713,Adoption
Local butcher illegally killed a street dog. Action needed in Itahari!,Illegal Activities
Doggo needz vaccinashun ASAP 💉😭,Vaccination
Local butcher illegally killed a street dog. Action needed in Itahari!,Illegal Activities
Protect our strays: vaccination camp at Kathmandu this Tuesday.,Vaccination
Join us for a community pet vaccination event in Pokhara.,Vaccination
Puppy crying in pain at Butwal. Please help!,Help
Looking to adopt a 2-month-old vaccinated kitten #1225,Adoption
Protect our strays: vaccination camp at Lalitpur this Monday.,Vaccination
Local butcher illegally killed a street dog. Action needed in Dharan!,Illegal Activities
Puppy crying in pain at Butwal. Please help!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #8111,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #7745,Adoption
Free rabiez vaccine camp 2day near Itahari 🐾,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #83,Vaccination
Animal abuse recorded on street cam 🚨,Illegal Activities
Abandoned kitten found in Itahari. Looking for a foster home.,Help
Urgent help needed for injured stray puppy #6128,Help
Urgent help needed for injured stray puppy #9380,Help
Local butcher illegally killed a street dog. Action needed! #1306,Illegal Activities
Urgent help needed for injured stray puppy #8204,Help
Local butcher illegally killed a street dog. Action needed! #190,Illegal Activities
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Puppy crying in pain at Dharan. Please help!,Help
Looking to adopt a 2-month-old vaccinated kitten #281,Adoption
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Adopt Max and give them the loving family they deserve.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5113,Adoption
Local butcher illegally killed a street dog. Action needed in Dharan!,Illegal Activities
Doggo needz vaccinashun ASAP 💉😭,Vaccination
Adopt Coco and give them the loving family they deserve.,Adoption
Cat available 4 adoption after rescue n treatment,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #7471,Vaccination
Urgent help needed for injured stray puppy #4668,Help
Local butcher illegally killed a street dog. Action needed! #3118,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #9802,Illegal Activities
Illegal dog fighting ring uncovered in Lalitpur. Investigation ongoing.,Illegal Activities
Free rabies vaccination drive for stray animals at Kathmandu on this weekend.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #6613,Adoption
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
Local butcher illegally killed a street dog. Action needed! #3770,Illegal Activities
Illegal dog fighting ring uncovered in Biratnagar. Investigation ongoing.,Illegal Activities
Vaccination campaign for street dogs happening at Kathmandu on this weekend.,Vaccination
Puppy crying in pain at Itahari. Please help!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #1015,Vaccination
"Adopshun needed 4 lil pup, very friendly!",Adoption
Urgent help needed for injured stray puppy #3040,Help
Vaccination campaign for street dogs happening at Pokhara on July 15th.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #1195,Vaccination
Illegal puppy adoption scam running in Pokhara 😡,Illegal Activities
Puppy adoption scam?? or legit?? idk 🤔,Adoption
Local butcher illegally killed a street dog. Action needed! #3630,Illegal Activities
Free rabiez vaccine camp 2day near Itahari 🐾,Vaccination
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Urgent help needed for injured stray puppy #1520,Help
Local butcher illegally killed a street dog. Action needed! #1830,Illegal Activities
Join us for a community pet vaccination event in Kathmandu.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #7481,Adoption
Local butcher illegally killed a street dog. Action needed! #7962,Illegal Activities
Join us for a community pet vaccination event in Biratnagar.,Vaccination
Protect our strays: vaccination camp at Bhaktapur this this weekend.,Vaccination
Rescued dog needs surgery nd foster home ASAP!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #8455,Vaccination
Join us for a community pet vaccination event in Biratnagar.,Vaccination
Urgent help needed for injured stray puppy #4108,Help
Abandoned kitten found in Lalitpur. Looking for a foster home.,Help
Urgent help needed for injured stray puppy #3972,Help
Free rabies vaccination for street dogs in Pokhara this weekend #927,Vaccination
Friendly Stray named Bella available for adoption in Kathmandu.,Adoption
Report: Suspected poisoning of stray animals in Dharan. Authorities notified.,Illegal Activities
Poachers selling stray dogs in market,Illegal Activities
Join us for a community pet vaccination event in Itahari.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #9313,Adoption
Cat already vaccinated but needs checkup again,Vaccination
Urgent help needed for injured stray puppy #204,Help
Free rabies vaccination for street dogs in Pokhara this weekend #807,Vaccination
Cruel treatment of animals reported near Pokhara. Raise your voice!,Illegal Activities
Injured stray dog spotted near Pokhara. Immediate assistance needed!,Help
Local butcher illegally killed a street dog. Action needed in Dharan!,Illegal Activities
Friendly Persian named Coco available for adoption in Dharan.,Adoption
Vaccination campaign for street dogs happening at Itahari on Tuesday.,Vaccination
"Meet Luna, a lovable Beagle looking for a forever home in Kathmandu.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #7277,Adoption
Illegal puppy adoption scam running in Pokhara 😡,Illegal Activities
Puppy adoption scam?? or legit?? idk 🤔,Adoption
Rescued dog needs surgery nd foster home ASAP!,Help
Injured stray dog spotted near Pokhara. Immediate assistance needed!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #2747,Vaccination
Local butcher illegally killed a street dog. Action needed! #74,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #8054,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #5362,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #3431,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #3943,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #7315,Vaccination
Local butcher illegally killed a street dog. Action needed! #6742,Illegal Activities
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Friendly Persian named Max available for adoption in Itahari.,Adoption
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
Urgent help needed for injured stray puppy #9736,Help
Free rabies vaccination drive for stray animals at Itahari on this weekend.,Vaccination
Doggo needz vaccinashun ASAP 💉😭,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6975,Vaccination
Local butcher illegally killed a street dog. Action needed in Itahari!,Illegal Activities
Urgent help needed for injured stray puppy #3712,Help
Injured stray dog spotted near Lalitpur. Immediate assistance needed!,Help
Urgent help needed for injured stray puppy #6372,Help
Free rabies vaccination drive for stray animals at Butwal on August 1st.,Vaccination
Friendly Stray named Max available for adoption in Pokhara.,Adoption
Local butcher illegally killed a street dog. Action needed! #1354,Illegal Activities
Report: Suspected poisoning of stray animals in Butwal. Authorities notified.,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #4078,Illegal Activities
Vaccination campaign for street dogs happening at Pokhara on Tuesday.,Vaccination
Report: Suspected poisoning of stray animals in Bhaktapur. Authorities notified.,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #8335,Vaccination
Abandoned kitten found in Kathmandu. Looking for a foster home.,Help
Local butcher illegally killed a street dog. Action needed in Kathmandu!,Illegal Activities
Join us for a community pet vaccination event in Kathmandu.,Vaccination
Doggo needz vaccinashun ASAP 💉😭,Vaccination
Looking to adopt a cute Persian? Meet Simba at Dharan.,Adoption
Cruel treatment of animals reported near Butwal. Raise your voice!,Illegal Activities
Wounded animal lying on the road at Bhaktapur. Volunteers needed urgently!,Help
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Rescued dog needs surgery nd foster home ASAP!,Help
Local butcher illegally killed a street dog. Action needed! #3954,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #502,Illegal Activities
Abandoned kitten found in Biratnagar. Looking for a foster home.,Help
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
Abandoned kitten found in Bhaktapur. Looking for a foster home.,Help
Free rabies vaccination for street dogs in Pokhara this weekend #1647,Vaccination
Protect our strays: vaccination camp at Kathmandu this this weekend.,Vaccination
Urgent help needed for injured stray puppy #9648,Help
Adopt Simba and give them the loving family they deserve.,Adoption
Urgent help needed for injured stray puppy #5460,Help
Vaccination campaign for street dogs happening at Biratnagar on July 15th.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #4687,Vaccination
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
Urgent help needed for injured stray puppy #4128,Help
Urgent help needed for injured stray puppy #3724,Help
Injured stray dog spotted near Pokhara. Immediate assistance needed!,Help
Looking to adopt a cute German Shepherd? Meet Coco at Biratnagar.,Adoption
Urgent help needed for injured stray puppy #7052,Help
Wounded animal lying on the road at Dharan. Volunteers needed urgently!,Help
Looking to adopt a cute Persian? Meet Coco at Dharan.,Adoption
Friendly Beagle named Simba available for adoption in Itahari.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #4117,Adoption
Abandoned kitten found in Kathmandu. Looking for a foster home.,Help
Urgent help needed for injured stray puppy #3400,Help
Abandoned kitten found in Kathmandu. Looking for a foster home.,Help
Looking to adopt a 2-month-old vaccinated kitten #4689,Adoption
Protect our strays: vaccination camp at Bhaktapur this August 1st.,Vaccination
Puppy adoption scam?? or legit?? idk 🤔,Adoption
Adopt Simba and give them the loving family they deserve.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4815,Vaccination
Illegal dog fighting ring uncovered in Lalitpur. Investigation ongoing.,Illegal Activities
Report: Suspected poisoning of stray animals in Biratnagar. Authorities notified.,Illegal Activities
"Adopshun needed 4 lil pup, very friendly!",Adoption
Rescued dog needs surgery nd foster home ASAP!,Help
Looking to adopt a 2-month-old vaccinated kitten #3069,Adoption
Urgent help needed for injured stray puppy #5656,Help
Looking to adopt a 2-month-old vaccinated kitten #4533,Adoption
Abandoned kitten found in Biratnagar. Looking for a foster home.,Help
Free rabies vaccination for street dogs in Pokhara this weekend #723,Vaccination
Illegal puppy adoption scam running in Pokhara 😡,Illegal Activities
Urgent help needed for injured stray puppy #4420,Help
Looking to adopt a 2-month-old vaccinated kitten #2465,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #2195,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #6505,Adoption
Abandoned kitten found in Dharan. Looking for a foster home.,Help
Local butcher illegally killed a street dog. Action needed! #5130,Illegal Activities
Puppy crying in pain at Biratnagar. Please help!,Help
Urgent help needed for injured stray puppy #3984,Help
Looking to adopt a 2-month-old vaccinated kitten #3217,Adoption
Puppy crying in pain at Bhaktapur. Please help!,Help
Rescued dog needs surgery nd foster home ASAP!,Help
Friendly Pug named Max available for adoption in Pokhara.,Adoption
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Adopt Max and give them the loving family they deserve.,Adoption
Wounded animal lying on the road at Dharan. Volunteers needed urgently!,Help
Cat already vaccinated but needs checkup again,Vaccination
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Cruel treatment of animals reported near Kathmandu. Raise your voice!,Illegal Activities
Urgent help needed for injured stray puppy #5684,Help
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
Illegal dog fighting ring uncovered in Pokhara. Investigation ongoing.,Illegal Activities
Looking to adopt a cute Labrador? Meet Bella at Kathmandu.,Adoption
Free rabies vaccination drive for stray animals at Bhaktapur on August 1st.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #3177,Adoption
"Stray cat hurt badly, ppl plz hlp 🙏",Help
"Adopshun needed 4 lil pup, very friendly!",Adoption
Cruel treatment of animals reported near Dharan. Raise your voice!,Illegal Activities
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Wounded animal lying on the road at Lalitpur. Volunteers needed urgently!,Help
Local butcher illegally killed a street dog. Action needed! #1278,Illegal Activities
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Urgent help needed for injured stray puppy #3412,Help
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Cat available 4 adoption after rescue n treatment,Adoption
Local butcher illegally killed a street dog. Action needed! #1802,Illegal Activities
Protect our strays: vaccination camp at Kathmandu this Monday.,Vaccination
Adopt Simba and give them the loving family they deserve.,Adoption
Local butcher illegally killed a street dog. Action needed! #9006,Illegal Activities
Injured stray dog spotted near Itahari. Immediate assistance needed!,Help
Looking to adopt a 2-month-old vaccinated kitten #4809,Adoption
Report: Suspected poisoning of stray animals in Lalitpur. Authorities notified.,Illegal Activities
"Wounded doggo seen near park, already vaccinated but needs HELP",Help
Join us for a community pet vaccination event in Pokhara.,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #8065,Adoption
Free rabies vaccination drive for stray animals at Itahari on August 1st.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #2007,Vaccination
Free rabies vaccination drive for stray animals at Itahari on August 1st.,Vaccination
Join us for a community pet vaccination event in Kathmandu.,Vaccination
Urgent help needed for injured stray puppy #4732,Help
Free rabies vaccination for street dogs in Pokhara this weekend #4475,Vaccination
Puppy crying in pain at Dharan. Please help!,Help
Urgent help needed for injured stray puppy #644,Help
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Free rabies vaccination for street dogs in Pokhara this weekend #3655,Vaccination
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
Puppy crying in pain at Pokhara. Please help!,Help
Abandoned kitten found in Dharan. Looking for a foster home.,Help
Free rabies vaccination for street dogs in Pokhara this weekend #1499,Vaccination
Cat already vaccinated but needs checkup again,Vaccination
Urgent help needed for injured stray puppy #8536,Help
Adopt Max and give them the loving family they deserve.,Adoption
Local butcher illegally killed a street dog. Action needed in Dharan!,Illegal Activities
"Meet Coco, a lovable German Shepherd looking for a forever home in Butwal.",Adoption
Puppy adoption scam?? or legit?? idk 🤔,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #3059,Vaccination
Illegal dog fighting ring uncovered in Kathmandu. Investigation ongoing.,Illegal Activities
Cruel treatment of animals reported near Pokhara. Raise your voice!,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #5217,Adoption
"Meet Luna, a lovable German Shepherd looking for a forever home in Dharan.",Adoption
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #7233,Adoption
Report: Suspected poisoning of stray animals in Biratnagar. Authorities notified.,Illegal Activities
Friendly Labrador named Bella available for adoption in Biratnagar.,Adoption
Local butcher illegally killed a street dog. Action needed! #7782,Illegal Activities
Cruel treatment of animals reported near Bhaktapur. Raise your voice!,Illegal Activities
Free rabies vaccination drive for stray animals at Bhaktapur on this weekend.,Vaccination
Local butcher illegally killed a street dog. Action needed! #5558,Illegal Activities
Cat already vaccinated but needs checkup again,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #1519,Vaccination
Free rabies vaccination drive for stray animals at Biratnagar on Tuesday.,Vaccination
Wounded animal lying on the road at Biratnagar. Volunteers needed urgently!,Help
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #8166,Illegal Activities
Join us for a community pet vaccination event in Pokhara.,Vaccination
Puppy adoption scam?? or legit?? idk 🤔,Adoption
Illegal dog fighting ring uncovered in Butwal. Investigation ongoing.,Illegal Activities
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Vaccination campaign for street dogs happening at Biratnagar on August 1st.,Vaccination
Illegal dog fighting ring uncovered in Kathmandu. Investigation ongoing.,Illegal Activities
Urgent help needed for injured stray puppy #9516,Help
Cruel treatment of animals reported near Dharan. Raise your voice!,Illegal Activities
Free rabies vaccination drive for stray animals at Butwal on July 15th.,Vaccination
Friendly Beagle named Charlie available for adoption in Butwal.,Adoption
Puppy crying in pain at Pokhara. Please help!,Help
Report: Suspected poisoning of stray animals in Itahari. Authorities notified.,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #1237,Adoption
Free rabies vaccination drive for stray animals at Lalitpur on Monday.,Vaccination
Puppy crying in pain at Butwal. Please help!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #527,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #8873,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1135,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6439,Vaccination
Report: Suspected poisoning of stray animals in Kathmandu. Authorities notified.,Illegal Activities
Urgent help needed for injured stray puppy #2324,Help
Cruel treatment of animals reported near Itahari. Raise your voice!,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #9646,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #5773,Adoption
Urgent help needed for injured stray puppy #9728,Help
Looking to adopt a 2-month-old vaccinated kitten #6889,Adoption
Join us for a community pet vaccination event in Pokhara.,Vaccination
Local butcher illegally killed a street dog. Action needed! #9510,Illegal Activities
Adopt Luna and give them the loving family they deserve.,Adoption
Urgent help needed for injured stray puppy #1632,Help
Injured stray dog spotted near Biratnagar. Immediate assistance needed!,Help
Looking to adopt a 2-month-old vaccinated kitten #9665,Adoption
Looking to adopt a 2-month-old vaccinated kitten #5097,Adoption
Looking to adopt a cute Labrador? Meet Charlie at Lalitpur.,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #1043,Vaccination
Looking to adopt a 2-month-old vaccinated kitten #2825,Adoption
Puppy crying in pain at Pokhara. Please help!,Help
Abandoned kitten found in Bhaktapur. Looking for a foster home.,Help
Friendly Beagle named Charlie available for adoption in Lalitpur.,Adoption
Looking to adopt a cute Pug? Meet Simba at Dharan.,Adoption
Puppy crying in pain at Butwal. Please help!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #6511,Vaccination
Local butcher illegally killed a street dog. Action needed in Lalitpur!,Illegal Activities
Looking to adopt a cute Persian? Meet Simba at Kathmandu.,Adoption
Looking to adopt a 2-month-old vaccinated kitten #6273,Adoption
Wounded animal lying on the road at Pokhara. Volunteers needed urgently!,Help
Friendly German Shepherd named Charlie available for adoption in Dharan.,Adoption
Wounded animal lying on the road at Biratnagar. Volunteers needed urgently!,Help
Join us for a community pet vaccination event in Kathmandu.,Vaccination
"Meet Charlie, a lovable Beagle looking for a forever home in Pokhara.",Adoption
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
Cat available 4 adoption after rescue n treatment,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #5139,Vaccination
Poachers selling stray dogs in market,Illegal Activities
Urgent help needed for injured stray puppy #8832,Help
Looking to adopt a 2-month-old vaccinated kitten #4789,Adoption
Protect our strays: vaccination camp at Dharan this Tuesday.,Vaccination
"Kitten rescued, vaccinated alrdy, looking 4 a home 🐱🏠",Adoption
Looking to adopt a 2-month-old vaccinated kitten #2513,Adoption
Local butcher illegally killed a street dog. Action needed! #6694,Illegal Activities
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Wounded animal lying on the road at Kathmandu. Volunteers needed urgently!,Help
Join us for a community pet vaccination event in Biratnagar.,Vaccination
Doggo needz vaccinashun ASAP 💉😭,Vaccination
Report: Suspected poisoning of stray animals in Pokhara. Authorities notified.,Illegal Activities
Animal abuse recorded on street cam 🚨,Illegal Activities
Report: Suspected poisoning of stray animals in Lalitpur. Authorities notified.,Illegal Activities
Friendly Beagle named Luna available for adoption in Kathmandu.,Adoption
Local butcher illegally killed a street dog. Action needed! #7690,Illegal Activities
Injured stray dog spotted near Itahari. Immediate assistance needed!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #3099,Vaccination
Doggo needz vaccinashun ASAP 💉😭,Vaccination
Illegal puppy adoption scam running in Pokhara 😡,Illegal Activities
Vaccinashun drive 4 stray animals ongoing rn,Vaccination
Puppy crying in pain at Dharan. Please help!,Help
Urgent help needed for injured stray puppy #2628,Help
Cat already vaccinated but needs checkup again,Vaccination
Report: Suspected poisoning of stray animals in Itahari. Authorities notified.,Illegal Activities
Urgent help needed for injured stray puppy #5148,Help
Looking to adopt a 2-month-old vaccinated kitten #7089,Adoption
Wounded animal lying on the road at Itahari. Volunteers needed urgently!,Help
Local butcher illegally killed a street dog. Action needed! #3274,Illegal Activities
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Local butcher illegally killed a street dog. Action needed! #3214,Illegal Activities
OMG guys this pup needs HELP rn!! vaccinated last week tho 😭,Help
Local butcher illegally killed a street dog. Action needed in Bhaktapur!,Illegal Activities
Protect our strays: vaccination camp at Dharan this Monday.,Vaccination
Local butcher illegally killed a street dog. Action needed! #1370,Illegal Activities
Urgent help needed for injured stray puppy #8104,Help
Illegal dog fighting ring uncovered in Butwal. Investigation ongoing.,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #3298,Illegal Activities
Protect our strays: vaccination camp at Dharan this August 1st.,Vaccination
Illegal dog fighting ring uncovered in Pokhara. Investigation ongoing.,Illegal Activities
"Wounded doggo seen near park, already vaccinated but needs HELP",Help
Urgent help needed for injured stray puppy #4088,Help
Looking to adopt a cute Beagle? Meet Luna at Lalitpur.,Adoption
Local butcher illegally killed a street dog. Action needed! #5074,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #7541,Adoption
Looking to adopt a 2-month-old vaccinated kitten #641,Adoption
Free rabies vaccination drive for stray animals at Biratnagar on August 1st.,Vaccination
Report: Suspected poisoning of stray animals in Pokhara. Authorities notified.,Illegal Activities
Urgent help needed for injured stray puppy #3888,Help
Puppy crying in pain at Pokhara. Please help!,Help
Urgent help needed for injured stray puppy #8488,Help
Local butcher illegally killed a street dog. Action needed! #6266,Illegal Activities
Urgent help needed for injured stray puppy #8956,Help
Local butcher illegally killed a street dog. Action needed! #2806,Illegal Activities
"Stray cat hurt badly, ppl plz hlp 🙏",Help
Puppy crying in pain at Biratnagar. Please help!,Help
Free rabies vaccination for street dogs in Pokhara this weekend #4575,Vaccination
Illegal dog fighting ring uncovered in Kathmandu. Investigation ongoing.,Illegal Activities
Adopt Bella and give them the loving family they deserve.,Adoption
Local butcher illegally killed a street dog. Action needed! #7846,Illegal Activities
Sweet doggo ready for adop after vaccinashun 💉🐶,Adoption
Urgent help needed for injured stray puppy #5224,Help
Local butcher illegally killed a street dog. Action needed in Lalitpur!,Illegal Activities
Free rabies vaccination drive for stray animals at Pokhara on Monday.,Vaccination
Join us for a community pet vaccination event in Pokhara.,Vaccination
Free rabies vaccination for street dogs in Pokhara this weekend #6635,Vaccination
Vaccination campaign for street dogs happening at Pokhara on this weekend.,Vaccination
Local butcher illegally killed a street dog. Action needed! #8598,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #6214,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #4718,Illegal Activities
Kitten trafficking ring busted in city 🐱❌,Illegal Activities
Vaccination campaign for street dogs happening at Dharan on Tuesday.,Vaccination
Puppy crying in pain at Butwal. Please help!,Help
Injured stray dog spotted near Kathmandu. Immediate assistance needed!,Help
Looking to adopt a cute Persian? Meet Charlie at Itahari.,Adoption
"Meet Coco, a lovable Stray looking for a forever home in Bhaktapur.",Adoption
Adopt Max and give them the loving family they deserve.,Adoption
Urgent help needed for injured stray puppy #8684,Help
Puppy crying in pain at Kathmandu. Please help!,Help
Local butcher illegally killed a street dog. Action needed in Butwal!,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #6065,Adoption
Free rabies vaccination for street dogs in Pokhara this weekend #4751,Vaccination
Urgent help needed for injured stray puppy #2756,Help
"Adopshun needed 4 lil pup, very friendly!",Adoption
Join us for a community pet vaccination event in Dharan.,Vaccination
Puppy crying in pain at Lalitpur. Please help!,Help
Cruel treatment of animals reported near Itahari. Raise your voice!,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #4102,Illegal Activities
Puppy crying in pain at Butwal. Please help!,Help
Report: Suspected poisoning of stray animals in Bhaktapur. Authorities notified.,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #547,Vaccination
Free rabies vaccination drive for stray animals at Butwal on Tuesday.,Vaccination
Local butcher illegally killed a street dog. Action needed! #1158,Illegal Activities
Puppy adoption scam?? or legit?? idk 🤔,Adoption
Local butcher illegally killed a street dog. Action needed! #4314,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #3402,Illegal Activities
"Stray pup got first vaccinashun, next due nxt month",Vaccination
Local butcher illegally killed a street dog. Action needed! #6206,Illegal Activities
Injured stray dog spotted near Lalitpur. Immediate assistance needed!,Help
Animal abuse recorded on street cam 🚨,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #6222,Illegal Activities
"Meet Bella, a lovable Pug looking for a forever home in Bhaktapur.",Adoption
Looking to adopt a 2-month-old vaccinated kitten #5597,Adoption
Urgent help needed for injured stray puppy #1200,Help
Poachers selling stray dogs in market,Illegal Activities
Report: Suspected poisoning of stray animals in Bhaktapur. Authorities notified.,Illegal Activities
Local butcher illegally killed a street dog. Action needed! #1942,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #7425,Adoption
Cruel treatment of animals reported near Pokhara. Raise your voice!,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #9261,Adoption
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Local butcher illegally killed a street dog. Action needed in Dharan!,Illegal Activities
Looking to adopt a cute Persian? Meet Coco at Itahari.,Adoption
Illegal dog fighting ring uncovered in Dharan. Investigation ongoing.,Illegal Activities
Adopt Simba and give them the loving family they deserve.,Adoption
Report: Suspected poisoning of stray animals in Kathmandu. Authorities notified.,Illegal Activities
Friendly Labrador named Charlie available for adoption in Kathmandu.,Adoption
Injured stray dog spotted near Butwal. Immediate assistance needed!,Help
Local butcher illegally killed a street dog. Action needed! #2186,Illegal Activities
Urgent help needed for injured stray puppy #3656,Help
Dog fighting spotted 😢 report ASAP!!,Illegal Activities
Urgent help needed for injured stray puppy #9720,Help
Looking to adopt a 2-month-old vaccinated kitten #6337,Adoption
Illegal dog fighting ring uncovered in Biratnagar. Investigation ongoing.,Illegal Activities
"Meet Charlie, a lovable Labrador looking for a forever home in Pokhara.",Adoption
Cruel treatment of animals reported near Kathmandu. Raise your voice!,Illegal Activities
Looking to adopt a 2-month-old vaccinated kitten #3661,Adoption
Puppy crying in pain at Dharan. Please help!,Help
Wounded animal lying on the road at Bhaktapur. Volunteers needed urgently!,Help
Friendly Stray named Bella available for adoption in Dharan.,Adoption
Illegal puppy adoption scam running in Pokhara 😡,Illegal Activities
Doggo is injurd n crying pls adop if u can 🐶💔,Help
Local butcher illegally killed a street dog. Action needed! #6658,Illegal Activities
Free rabies vaccination for street dogs in Pokhara this weekend #903,Vaccination
Wounded animal lying on the road at Biratnagar. Volunteers needed urgently!,Help
